name,seller,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,postalCode
Peugeot_1007_mit_Prins_Gasanlage,privat,2150,kleinwagen,2005,manuell,73,1_reihe,150000,12,benzin,peugeot,49549
Peugeot_206_60_Filou,privat,1390,kleinwagen,2004,manuell,60,2_reihe,150000,4,benzin,peugeot,42553
Skoda_Fabia_1.4_16V_Combi,privat,5100,kombi,2009,manuell,86,fabia,80000,7,benzin,skoda,42287
Mercedes_Benz_A_180_BlueEFFICIENCY,privat,9300,limousine,2010,manuell,116,a_klasse,50000,6,benzin,mercedes_benz,12623
BMW_X5_3.0_d,privat,7800,suv,2003,automatik,184,x_reihe,150000,9,diesel,bmw,60313
Opel_Corsa_1_0_12V/_HU_AU_4/17/_8_fach_bereift,privat,500,kleinwagen,1998,manuell,54,corsa,125000,4,benzin,opel,44149
BMW_316i,privat,1299,coupe,1996,manuell,102,3er,150000,12,benzin,bmw,24616
BMW_E36_Cabrio___Fette_Felgen___Leder___Klima___Bremsen_Neu,privat,2000,cabrio,1997,manuell,150,3er,150000,8,benzin,bmw,38100
BMW_320i,privat,6950,limousine,2006,manuell,150,3er,150000,4,benzin,bmw,41469
Audi_A8_3.0_TDI_DPF_quattro_tiptronic,privat,29900,limousine,2012,automatik,250,a8,70000,3,diesel,audi,41812
Wolkswagen_Golf_1.4_Benzin__EDITION_TÜV_02/2016_Euro_4,privat,1150,kombi,2000,manuell,75,golf,150000,12,benzin,volkswagen,83224
Renault_Twingo,privat,200,kleinwagen,1997,manuell,43,twingo,150000,8,benzin,renault,49846
Mercedes_Benz_V_220_CDI_Ambiente,privat,2999,bus,2001,automatik,122,v_klasse,150000,8,diesel,mercedes_benz,12059
Volvo_V50_DPF_DRIVe_Kinetic_/_Buisiness_Edition,privat,9600,kombi,2011,manuell,114,v50,150000,4,diesel,volvo,83026
BMW_320i_____Bitte_aufmersam_lesen__,privat,4200,cabrio,1994,manuell,150,3er,150000,1,benzin,bmw,42285
Mercedes_Benz_A_160_L_Avantgarde,privat,2666,limousine,2003,manuell,102,a_klasse,150000,12,benzin,mercedes_benz,60598
Volkswagen_Eos_2.0_TSI_DSG_Exclusive,privat,24999,cabrio,2011,automatik,211,eos,60000,1,benzin,volkswagen,38118
Volkswagen_Golf_Variant_1.4_TSI_MATCH,privat,12990,kombi,2012,manuell,122,golf,50000,11,benzin,volkswagen,13159
Golf_4_1.6_Benzin_&_LPG_Sportwagen_Grau_Matt_Folierung_Alufelgen,privat,999,limousine,1998,manuell,101,golf,150000,12,lpg,volkswagen,42105
Jeep_Wrangler_4.0_Liter_HO__6_Zylinder__5_gang_Schalter,privat,3200,suv,1990,manuell,177,wrangler,100000,11,benzin,jeep,34125
ZIPPER_Rasenmaeherroboter_ZI_RMR_1500,privat,699,,2015,,0,,5000,0,,sonstige_autos,8340
Skoda_Fabia_1.2_HTP_COOL_Edition,privat,4999,kleinwagen,2009,manuell,60,fabia,70000,6,benzin,skoda,33605
Nissan_Micra_1.0_Fresh_Klima_5_Tuer.,privat,1200,kleinwagen,2002,manuell,60,micra,100000,4,benzin,nissan,89278
Seat_Alhambra_1.9_TDI_Basis,privat,900,bus,1999,manuell,90,alhambra,150000,5,diesel,seat,33818
BMW_535d_Sport_Aut._Soft_Close_Head_up_,privat,32500,limousine,2011,,0,5er,150000,11,diesel,bmw,81249
Volkswagen_up!_high_up!_Inspektion_NEU,privat,6900,kleinwagen,2012,manuell,75,up,70000,4,benzin,volkswagen,38446
Volkswagen_Fox_1.2,privat,1550,kleinwagen,2006,manuell,54,fox,125000,6,benzin,volkswagen,73529
BMW_E36_3.18ti,privat,500,coupe,1996,manuell,140,3er,150000,3,benzin,bmw,80933
Clio_2_mit_frischen_TÜV_bis_3.2018,privat,1250,kleinwagen,2001,manuell,0,clio,150000,7,benzin,renault,60320
Ford_Focus_Turnier_1.5_TDCi_DPF_Start_Stopp_System,privat,17500,kombi,2015,manuell,120,focus,20000,6,diesel,ford,50735
BMW_316i_BJ._1997,privat,500,limousine,1997,manuell,102,3er,150000,1,benzin,bmw,6749
Skoda_Octavoa_Combi_2.0TDI_Elegance_DSG_sehr_guter_Zustand,privat,5500,kombi,2005,automatik,140,octavia,150000,5,diesel,skoda,6130
Verkaufe_meinen_Ford_mit_Motor_Problem,privat,1200,limousine,2007,manuell,90,fusion,150000,5,diesel,ford,50171
Audi_A4_Avant_S_Line_Leder_/TÜV_neu,privat,7799,kombi,2005,manuell,140,a4,150000,9,diesel,audi,38226
Audi_A4_Avant_1.8_TFSI_multitronic_S_line_Sportpaket,privat,13400,kombi,2011,manuell,120,a4,150000,3,benzin,audi,12057
BMW_X3_xDrive30d_Aut.Limited_M_Sport_Edition_Garant.,privat,17800,suv,2009,automatik,218,x_reihe,150000,11,diesel,bmw,65510
VW_SCIROCCO_2.0_TSI_DSG__STANDHEIZUNG_VOLL,privat,17000,,2017,automatik,260,scirocco,70000,6,,volkswagen,4158
Mazda_323_C_Ba___mit_Tuev_bis_04.2017,privat,550,coupe,1996,automatik,88,3_reihe,150000,3,benzin,mazda,12163
Mazda_Premacy_1_9_mit.Tuev_bis_7/2017,privat,1099,kombi,2004,manuell,101,,125000,3,benzin,nissan,18146
Schoener_e46_Diesel_mit_150ps,privat,2899,limousine,2003,manuell,150,3er,150000,11,diesel,bmw,29439
FORD_FOCUS_TURNIER**KLIMA*TÜV_NEU**,privat,1490,kombi,1999,manuell,101,focus,150000,10,benzin,ford,10551
Mercedes_350_CDI_4_MATIC_Vollausstattung,privat,20000,limousine,2009,automatik,272,e_klasse,150000,9,diesel,mercedes_benz,41749
Nissan_Almera_N16_nur_noch_heute._...,privat,750,,2017,manuell,90,almera,150000,9,,nissan,60437
Renault_Clio_1.2_16V_Blue_Sensation,privat,990,kleinwagen,2003,manuell,75,clio,150000,4,benzin,renault,94315
Opel_Corsa_._Tuev_/_Au_:_NEU,privat,890,kleinwagen,2000,manuell,40,corsa,150000,8,benzin,opel,12099
Audi_80_1.8_s_Guenstig_mit_TÜV_bis_Dez_17._Nur_600€,privat,500,limousine,1991,manuell,90,80,150000,3,benzin,audi,12059
Volkswagen_Golf_1.4_mit_TÜV_bis_11/2016__Bastlerfahrzeug_,privat,650,limousine,1999,manuell,75,golf,150000,3,benzin,volkswagen,41065
Peugeot_208_HDi_68_Access_S_Heft_1_Hand_8_Fachbe_Tuev_Neu,privat,8999,kleinwagen,2013,manuell,68,2_reihe,80000,3,diesel,peugeot,29640
325_Coupe,privat,2000,coupe,1992,manuell,192,3er,150000,0,benzin,bmw,74915
BMW_318d_DPF_Touring,privat,8200,kombi,2008,manuell,143,3er,150000,4,diesel,bmw,85221
Mazda_6_Sport_Kombi_2.0_CD_DPF_Comfort,privat,2750,kombi,2006,manuell,121,6_reihe,150000,6,diesel,mazda,60431
Daewoo_Chevrollet_Matiz_2002_zu_verkaufen,privat,599,kleinwagen,2002,manuell,603,matiz,5000,11,benzin,chevrolet,44379
"Ford_Mondeo_2.2_TDCi___Titanium___Individual__19""",privat,14900,kombi,2011,automatik,200,mondeo,90000,11,diesel,ford,13507
Mercedes_Benz_A_160_Classic____WENIG_KM_!!_STANDHEIZUNG_!!,privat,1450,limousine,1999,manuell,102,a_klasse,125000,1,benzin,mercedes_benz,34355
Gut_erhaltener_Audi_A3_in_silber_zu_verkaufen,privat,2900,limousine,2002,manuell,102,a3,150000,4,benzin,audi,68307
Skoda_Superb_Combi_2.0_TDI,privat,13560,kombi,2011,manuell,140,superb,125000,11,diesel,skoda,40822
Audi_Cabrio_/_Alles_gemacht_/_Verdeck__Reifen_NEU,privat,6499,cabrio,1996,manuell,115,80,150000,12,benzin,audi,83064
Ford_Focus_an_Bastler,privat,500,limousine,1999,manuell,116,,150000,1,benzin,ford,51674
Wohnmobil_zu_verkaufen,privat,4500,bus,1988,manuell,92,andere,150000,12,diesel,fiat,73525
BMW_523i,privat,6700,limousine,2005,manuell,177,5er,150000,5,benzin,bmw,21255
MINI_Cooper_D_Chili_Panoramadach_Xenon_OZ_Felgen_SHZ,privat,10780,kleinwagen,2010,manuell,111,cooper,150000,10,diesel,mini,78224
VW_Golf_5_V_Variant_2.0_TDI_Comfortline,privat,5200,kombi,2007,manuell,140,golf,150000,10,diesel,volkswagen,18233
Suzuki_Alto_1.1,privat,2150,kleinwagen,2005,manuell,63,andere,125000,6,benzin,suzuki,33607
Ford_Focus__HU_bis_10.2017__idealer_Anfaengerwagen,privat,1590,limousine,2002,manuell,75,focus,150000,6,benzin,ford,37136
Ford_Focus_Titanium,privat,5990,kombi,2010,manuell,109,focus,150000,7,,ford,26452
Mitsubishi_FTO_GR_2.0_V6_Automatik_TÜV_10/17_Euro1,privat,3499,coupe,1995,automatik,200,andere,150000,7,benzin,mitsubishi,27283
OPEL_CORSA__ECO_*Benziner*,privat,999,,2000,,0,,150000,0,,opel,35394
C250_CDI_DPF_BlueEfficiency_8_f._bereift_grosses_Navi_Avantgarde,privat,17600,limousine,2011,manuell,204,c_klasse,150000,1,diesel,mercedes_benz,36456
BMW_320i,privat,1999,cabrio,1995,manuell,150,3er,150000,10,benzin,bmw,71063
Mercedes_Benz_e_280_Benzin_LPG_Gas_Neu_TÜV_in_Koeln,privat,1500,limousine,1996,manuell,180,e_klasse,150000,6,lpg,mercedes_benz,51105
Porsche_Boxster_S_PDK,privat,34400,cabrio,2009,automatik,310,boxster,90000,7,benzin,porsche,71134
Scheunenfund_2x_mitsubishi_celeste_Oldtimer,privat,2500,,1980,,0,andere,150000,0,,mitsubishi,66740
Mazda_6_Sport_Kombi_2.0_Exclusive__Klimaautomatik_,privat,3900,kombi,2005,manuell,147,6_reihe,150000,9,benzin,mazda,50735
Golf_3_Cabrio__Joker,privat,2349,,2018,manuell,101,golf,150000,0,benzin,volkswagen,59075
Opel_Insignia_1.6_Sports_Tourer,privat,9450,kombi,2010,manuell,116,insignia,70000,1,benzin,opel,44287
Volkswagen_Golf_Plus_1.9_TDI___8_fach_bereift,privat,6350,bus,2009,manuell,105,golf,150000,3,diesel,volkswagen,88214
Fiat_Stilo,privat,1199,coupe,2001,automatik,170,stilo,5000,11,benzin,fiat,10781
MINI_Cooper_S_Cabrio_Highgate_Edle_Vollaustattung,privat,26900,cabrio,2013,automatik,184,cooper,20000,11,,mini,82140
VW_Golf_IV_4_SR_1.6_mit_Neu_Tuev,privat,1999,,2018,manuell,101,golf,150000,11,,volkswagen,56237
MINI_Cooper_Cabrio,privat,8400,cabrio,2004,manuell,116,cooper,90000,7,benzin,mini,60320
Renault_Megane_Scenic_TÜV_09/17,privat,1200,,2017,manuell,114,,150000,1,benzin,renault,66773
Seat_Leon_2.0_TDI_DPF_FR_1._Hand_+_Scheckheft_Voll,privat,8450,limousine,2007,manuell,170,leon,125000,2,diesel,seat,42279
Audi_S4_Avant_4_2_Tiptronic_+_Quattro_+_Leder_+_BiXenon,privat,10999,kombi,2006,automatik,344,a4,150000,4,benzin,audi,9618
Mercedes_Benz_C_180_Classic,privat,1350,limousine,1993,automatik,122,c_klasse,150000,12,benzin,mercedes_benz,73230
Chrysler_Crossfire_Roadster_Automatik,privat,13995,cabrio,2005,automatik,218,crossfire,70000,8,benzin,chrysler,1099
Verkaufe_VW_Golf_19_E,privat,450,,1990,,0,golf,150000,6,,volkswagen,16845
Vw_Vento_*Tuev*,privat,550,,2017,manuell,0,,150000,0,,volkswagen,2627
Smart_smart_fortwo_cdi_coupe,privat,6999,kleinwagen,2011,automatik,54,fortwo,80000,11,diesel,smart,22117
Opel_Astra_Cabrio_1.6i,privat,999,cabrio,1998,manuell,75,astra,150000,3,benzin,opel,49661
Opel_Vectra_C_1.9_CDTI_Caravan_//_TOP_Zustand,privat,4399,kombi,2006,manuell,150,vectra,150000,6,diesel,opel,97702
BMW_316ti_compact,privat,3800,limousine,2002,manuell,116,3er,150000,5,benzin,bmw,46242
BMW_523i_touring,privat,1250,kombi,1999,automatik,170,5er,150000,4,benzin,bmw,58089
Skoda_Fabia_1.4_16V_Combi_Ambiente__Zahnriemen_gemacht,privat,3150,kombi,2006,manuell,75,fabia,150000,7,benzin,skoda,29579
BMW_318i_Automatik_UNFALL***_NUR_AN_OSTERN_300_€_***,privat,399,limousine,1996,automatik,115,3er,150000,5,benzin,bmw,66687
BMW_740i,privat,13299,limousine,2005,automatik,306,7er,125000,7,benzin,bmw,72072
MINI_Cooper_Clubman_1_Hand_Wenig_Kilometer_SCHECKHEFT,privat,7000,kleinwagen,2009,manuell,120,clubman,80000,7,benzin,mini,10827
Audi_A3_1.8_Attraction,privat,999,limousine,1997,manuell,125,a3,150000,2,benzin,audi,78736
VW_Golf_variant_1.6,privat,420,,2000,,0,golf,150000,0,,volkswagen,54595
Golf_3_1.6L_75_Ps_Tuev_neu,privat,699,limousine,1995,manuell,75,golf,150000,4,benzin,volkswagen,23858
Seat_Leon_Cupra_R,privat,6999,limousine,2002,manuell,210,,150000,6,benzin,seat,21717
Volkswagen_Golf_Plus_1.9_TDI_Trendline,privat,6900,bus,2005,manuell,105,golf,150000,11,diesel,volkswagen,31535
Audi_A4_2.0,privat,6620,limousine,2001,manuell,131,a4,80000,6,benzin,audi,71737
Mercedes_Benz_220_CDI_elegance_leder,privat,4100,limousine,2001,manuell,143,andere,150000,5,diesel,mercedes_benz,60437
Mazda_3_2.3_MZR_DISI_Turbo_MPS,privat,14390,limousine,2010,manuell,260,3_reihe,100000,3,benzin,mazda,24558
Volkswagen_Polo_1.2_Comfortline,privat,3200,kleinwagen,2003,manuell,64,polo,100000,5,benzin,volkswagen,8393
BMW_E36_320I_MIT_TÜV_NUR_HEUTE,privat,1399,limousine,1991,manuell,150,3er,125000,5,,bmw,16321
Toyota_Land_Cruiser_D_4D,privat,6200,suv,2004,manuell,163,andere,150000,8,diesel,toyota,21075
Gelber_VW_New_Beetle_super_suesser_flitzer,privat,2500,limousine,1999,manuell,115,,150000,6,benzin,volkswagen,4720
Peugeot_307SW_schwarz,privat,3500,kombi,2005,manuell,104,3_reihe,150000,8,benzin,peugeot,79112
Astra_Sportstourer_2.0CDTI_SPORT,privat,13999,kombi,2012,manuell,165,astra,70000,11,diesel,opel,90542
Mercedes_Benz_Vito_112_CDI_F,privat,4600,bus,2003,manuell,122,vito,150000,1,diesel,mercedes_benz,34508
Skoda_Fabia_1.9_TDI_Combi,privat,1250,kombi,2001,manuell,101,fabia,150000,7,diesel,skoda,99819
Ford_Transit_T350_Trend_Klima_Tempomat_112_tkm_HU_2018_Hoch_Lang,privat,11300,bus,2012,manuell,125,transit,125000,1,diesel,ford,10115
X5_3.0sd_Sport_Paket_PANO_BI_XENON_Standheiz_Navi,privat,12200,suv,2008,automatik,286,x_reihe,100000,12,diesel,bmw,10115
BMW_520i___e39__HU_7/17***_gerne_auch_Tausch***_Top_Zustand,privat,1700,limousine,1998,manuell,150,5er,150000,4,benzin,bmw,12559
Mercedes_Benz_W126_300SE,privat,8000,limousine,1985,automatik,179,s_klasse,150000,11,benzin,mercedes_benz,21680
540i_e39_einfach_nur_geil!!!vollausstatung_bis_auf_ssd,privat,2300,kombi,1997,automatik,286,5er,150000,7,benzin,bmw,74336
Volkswagen_Golf_2.0_TDI_Trendline,privat,7199,limousine,2009,manuell,140,golf,150000,2,diesel,volkswagen,30657
Volkswagen_Touran_style,privat,17100,bus,2012,automatik,140,touran,60000,6,diesel,volkswagen,38239
Hyundai_Getz,privat,650,kleinwagen,2005,manuell,0,getz,90000,3,benzin,hyundai,45770
Audi_80_2.3_133PS_Cabrio_5_Zylinder_Teilleder_RS2_Look_Wertanlage,privat,2499,cabrio,1992,manuell,133,80,150000,6,benzin,audi,57076
Mercedes_E_klasse_270_cdi_mit_tuev,privat,1250,kombi,2000,automatik,0,e_klasse,150000,0,diesel,mercedes_benz,24392
Volkswagen_Golf_Plus_1.6_TDI_DPF_BlueMotion_Comfortline,privat,9900,limousine,2009,manuell,105,golf,80000,11,diesel,volkswagen,97422
Volkswagen_Polo_Joker,privat,999,kleinwagen,1999,manuell,50,polo,125000,4,benzin,volkswagen,41812
Volkswagen_Passat_Variant_2.0_TDI_Trendline,privat,7290,kombi,2007,manuell,140,passat,150000,4,diesel,volkswagen,50171
Volkswagen_Passat_Variant_1.6_TDI_DPF_BlueMotion,privat,9900,kombi,2011,manuell,105,passat,150000,1,diesel,volkswagen,26419
Audi_A4_Avant_1.8_TFSI_Ambition,privat,16500,kombi,2010,manuell,160,a4,60000,8,benzin,audi,95448
VW_Golf_3_Tuning_MMdesign_VR6_Turbo_NEULACK_NEU_TÜV_KEIN_ROST,privat,3000,limousine,1997,manuell,90,golf,150000,3,benzin,volkswagen,32832
Opel_Meriva_1.6_16V,privat,4950,bus,2006,manuell,105,meriva,40000,12,benzin,opel,97424
Toyota_RAV_4_4x4_Executive,privat,6500,suv,2006,manuell,152,rav,150000,10,benzin,toyota,94072
Peugeot_207_CC_150_THP_Platinum,privat,6599,cabrio,2007,manuell,150,2_reihe,125000,6,benzin,peugeot,21683
Mazda_Demio_1.4_Comfort,privat,1900,bus,2002,manuell,63,andere,150000,1,benzin,mazda,68723
Nissan_Note_tekna_1_6_top_Ausstattung,privat,4200,,2017,manuell,110,note,150000,10,benzin,nissan,21614
Escort_Turnier_Kombi,privat,340,kombi,1998,manuell,0,escort,150000,0,benzin,ford,46147
Opel_Astra_!!!!!!!NUR_BIS_SONNTAG!!!!!!!!,privat,999,limousine,1998,manuell,75,astra,150000,0,benzin,opel,1159
Chrysler_Stratus_Cabrio_Lpg_Anlage_2_5_lx_defekt,privat,950,cabrio,1998,automatik,165,andere,150000,4,lpg,chrysler,27243
Volkswagen_Passat_2.0_TDI_DSG_Comfortline,privat,5000,limousine,2006,automatik,140,passat,150000,7,diesel,volkswagen,26180
Volkswagen_Polo_1.2_Comfortline_5_TÜRIG,privat,1700,kleinwagen,2003,manuell,54,polo,150000,10,benzin,volkswagen,51105
A4_Cabrio_2_4_/_Top_Zustand_/_76806km,privat,9900,cabrio,2002,manuell,170,a4,80000,4,benzin,audi,76756
CORSA_C;_TÜV_NEU;_INSPEKTION_NEU;_SEHR_GEPFLEGT,privat,1850,kleinwagen,2005,manuell,60,corsa,150000,4,benzin,opel,26676
Fiat_Still_1_6Kw.,privat,1150,limousine,2005,manuell,103,stilo,150000,2,benzin,fiat,95445
Opel_Corsa_1.2_16V,privat,2600,kleinwagen,2002,manuell,75,corsa,150000,8,benzin,opel,44801
Opel_Astra_1.6,privat,1150,limousine,2000,manuell,101,astra,150000,8,benzin,opel,65193
Honda_CR_V_2.2i_DTEC_DPF_Automatik_Elegance,privat,13900,suv,2010,automatik,150,cr_reihe,100000,11,diesel,honda,54636
BMW_530_d_Touring_mit_fast_Vollausstattung,privat,28900,kombi,2012,automatik,258,5er,90000,5,diesel,bmw,86316
ML230_Mercedes_Benz_M_Klasse_Top!,privat,2800,suv,1998,manuell,0,m_klasse,150000,12,benzin,mercedes_benz,41460
VW_Vento_VR6,privat,0,limousine,1994,manuell,128,andere,125000,2,benzin,volkswagen,54524
Golf_2_TÜV_Januar_2017,privat,450,kleinwagen,1989,manuell,53,golf,150000,3,,volkswagen,32758
Audi_TT__TÜV__neu,privat,4800,coupe,1999,manuell,0,tt,125000,1,benzin,audi,48529
BMW_730d,privat,2850,limousine,1999,automatik,184,7er,150000,12,diesel,bmw,35764
Seat_Ibiza_1.4i,privat,750,kleinwagen,1995,manuell,60,ibiza,150000,7,benzin,seat,56076
Suche_einen_Mercedes_V_klasse_Diesel_oder_Lpg_Gas,privat,1700,,2000,manuell,0,v_klasse,150000,1,diesel,mercedes_benz,48599
Opel_Astra_2.0_Edition_100_Classic,privat,2000,limousine,1999,manuell,136,astra,150000,10,benzin,opel,67105
Mercedes_Benz_E_270,privat,5300,limousine,2002,automatik,241,e_klasse,150000,10,diesel,mercedes_benz,44534
Citroen_Berlingo__Top_Familienauto__wenig_km_abzugeben_kein_Rost,privat,2250,kombi,2002,manuell,109,berlingo,150000,8,benzin,citroen,37619
Seat_Toledo_2.3_V5,privat,2290,limousine,2000,manuell,150,toledo,150000,4,benzin,seat,82178
Peugeot_405___Liebhaber_Fahrzeug,privat,1100,,2017,manuell,0,3_reihe,150000,2,benzin,peugeot,9599
Hyundai_Atos_Prime_mit_neuem_TÜV_bis_2018__1._Hand__Unfallfrei,privat,1199,kleinwagen,2000,manuell,54,andere,150000,6,benzin,hyundai,52388
Knuffiger_VW_Lupo__TÜV_Neu,privat,1599,kleinwagen,2003,manuell,50,lupo,150000,2,benzin,volkswagen,17489
Lancia_Y_10_Junior_1.1_ie_Lancia_156_Liebhaber/Sammler,privat,2400,kleinwagen,1995,manuell,54,ypsilon,60000,5,benzin,lancia,80687
Verkaufe_hier_einen_Polo6n_in_silber,privat,1100,kleinwagen,1999,manuell,55,,150000,10,benzin,volkswagen,26607
Renault_Twingo_1.2,privat,1150,kleinwagen,2000,manuell,58,twingo,125000,3,benzin,renault,33104
Audi_A4_Avant_2.4,privat,500,kombi,1998,manuell,165,a4,150000,9,benzin,audi,23970
Volkswagen_Passat_Variant_1.6_Tuev_Neu,privat,1750,kombi,1998,manuell,101,passat,150000,1,benzin,volkswagen,87629
Honda_Civic_mit_Tuev___neue_Reifen_etc...,privat,800,,2016,manuell,75,civic,150000,9,,honda,30966
Ford_Mustang,privat,18000,coupe,2011,automatik,307,mustang,80000,1,benzin,ford,66424
Volkswagen_Scirocco_Sport_2_0_TDI__DSG__R_Line__Navi_RNS510,privat,18500,coupe,2012,automatik,170,scirocco,70000,1,diesel,volkswagen,20253
Renault_Twingo_C06,privat,1400,kleinwagen,2001,manuell,58,twingo,150000,1,benzin,renault,30982
Nissan_Juke_1.6,privat,9500,kleinwagen,2012,manuell,117,juke,80000,3,benzin,nissan,58285
Suzuki_Gran_Vitara_1.9ddis__AHK___Steuerriemen_neu__Tuev_03/2018,privat,15200,suv,2011,manuell,129,grand,60000,3,diesel,suzuki,35083
Audi_A4_1.8_TFSI_Ambition_mit_Motorschaden,privat,7500,limousine,2007,manuell,160,a4,125000,10,benzin,audi,72280
Mazda_323f_TÜV_bis_12.2017,privat,980,,2017,manuell,0,3_reihe,125000,6,benzin,mazda,30179
Peugeot_207_SW_1.6_16V_120_VTi,privat,6500,kombi,2010,manuell,120,2_reihe,70000,8,benzin,peugeot,80935
Audi_A4_2.0_TDI_DPF_NAVI_MMI,privat,10490,limousine,2008,manuell,120,a4,150000,11,diesel,audi,46149
Ford_Kuga_S_2.0_TDCi_4x4_Panoramadach_Einparkhilfe,privat,14800,suv,2012,manuell,140,kuga,90000,11,diesel,ford,53347
Mercedes_Benz_A_140_Elegance,privat,1500,limousine,1999,manuell,82,a_klasse,150000,7,benzin,mercedes_benz,35390
Ford_Focus_1.6_LPG_GAS_Navi_Xenon_Szh_TÜV_11/2017,privat,4300,limousine,2008,manuell,101,focus,150000,6,lpg,ford,35713
Alfa_romeo,privat,1600,coupe,2000,manuell,0,,150000,0,benzin,alfa_romeo,66625
Mercedes_Benz_350_SL_R107_Deutsches_Model,privat,6900,cabrio,1976,automatik,200,andere,150000,3,benzin,mercedes_benz,45327
Ford_Focus_Turnier_1.6_TDCi_Trend,privat,2800,kombi,2005,manuell,109,focus,150000,1,diesel,ford,31582
T_4_Doppelkabine_mit_Ladeflaeche,privat,2980,bus,1996,manuell,68,transporter,150000,5,diesel,volkswagen,23769
Volkswagen_Golf_2.9_VR6_Syncro_Highline_aus_Familienbesitz,privat,5000,limousine,1995,manuell,190,golf,150000,7,benzin,volkswagen,59755
Golf_3_PINK_FLOYD___TÜV_bis_April_2017,privat,600,,2017,manuell,75,golf,150000,10,benzin,volkswagen,49088
Land_rover_defender_santana_109_cazorla,privat,10000,andere,1978,manuell,109,serie_2,150000,5,diesel,land_rover,72070
BMW_120d_DPF,privat,9049,limousine,2009,manuell,177,1er,150000,1,diesel,bmw,21357
Golf_V_R32_4Motion_DSG,privat,11299,kombi,2006,automatik,250,golf,150000,8,benzin,volkswagen,22083
E55_AMG_354PS_Kombi_W210,privat,3250,kombi,1998,automatik,354,e_klasse,150000,8,benzin,mercedes_benz,34549
Honda_Civic_1.5i_LS,privat,2350,limousine,2000,automatik,114,civic,150000,8,benzin,honda,26639
Chrysler_Crossfire_Roadster_SRT_6_Automatik,privat,21400,cabrio,2008,automatik,334,crossfire,60000,2,benzin,chrysler,42897
Opel_Corsa_1.4_60_PS,privat,150,,2000,manuell,60,corsa,150000,5,benzin,opel,6886
BMW_525i,privat,6500,limousine,2002,manuell,192,5er,150000,10,benzin,bmw,59368
Peugeot_206_TÜV_bis_09/2016_Fahrbereit,privat,599,,2016,manuell,60,2_reihe,150000,8,,peugeot,45143
Renault_Clio,privat,1850,,2018,manuell,58,clio,150000,12,benzin,renault,91710
Klein_wagen_fuer_Klein_Geld___,privat,550,limousine,2005,manuell,35,matiz,150000,3,benzin,chevrolet,47169
Ford_Focus_1_6_tdci*DPF*TÜV_neu*,privat,2800,limousine,2005,manuell,108,focus,150000,10,diesel,ford,97877
Hyundai_Tucson_2.0_GLS_Mit_18_Zoll_Cromfelgen_235/55_18_reifen,privat,6750,suv,2007,manuell,141,tucson,90000,8,benzin,hyundai,45149
Volkswagen_Tiguan_1.4_TSI_4Motion_Sport_&_Style_Leder,privat,10900,suv,2008,manuell,150,tiguan,125000,5,benzin,volkswagen,36448
Renault_Twingo,privat,250,kleinwagen,1998,manuell,0,twingo,150000,9,benzin,renault,40235
Ford_Transit_Maxi_TDCi_BUS_DPF_16/17_Sitzer_Klima,privat,9800,bus,2008,,140,transit,150000,12,diesel,ford,26382
GOLF_4_MIT_LPG,privat,2650,,2005,manuell,75,golf,150000,6,benzin,volkswagen,58730
Citroën_C2_1.6_16V_Senso_Drive_VTR_Plus,privat,33000,kleinwagen,2005,automatik,109,c2,100000,1,benzin,citroen,21077
Volkswagen_Golf_1.9_TDI_mit_Umweltplakete,privat,2849,limousine,2003,manuell,101,golf,150000,6,diesel,volkswagen,40545
BMW_525_D,privat,12500,limousine,2006,manuell,177,,80000,0,,bmw,54341
Mercedes_Benz_A170,privat,6000,kleinwagen,2006,manuell,115,a_klasse,100000,5,benzin,mercedes_benz,36211
BMW_325i_CABRIO__Klima_Leder_schwarz__NUR_28.000_km,privat,25500,cabrio,2009,automatik,218,3er,30000,9,benzin,bmw,22605
Volkswagen_Golf_1.2_TSI_Style,privat,9300,limousine,2011,manuell,86,golf,90000,9,benzin,volkswagen,60487
Opel_Zafira_Executive?7_Sitzer?Nicht_fahrtuechtig?,privat,800,bus,2001,manuell,125,zafira,150000,2,,opel,27809
Audi_A4_Avant_1.8,privat,2850,kombi,2000,manuell,125,a4,125000,11,benzin,audi,67718
Bmw_525_Exclusiv_Automatik,privat,3299,limousine,2002,automatik,0,5er,150000,11,benzin,bmw,22767
Volkswagen_Multivan_Comfortline,privat,12500,bus,2004,manuell,174,transporter,150000,1,diesel,volkswagen,75382
Verkaufe_VW,privat,14000,limousine,2004,automatik,230,,150000,6,diesel,volkswagen,54657
Volvo_V70_2.0T,privat,9900,kombi,2006,manuell,179,v70,125000,5,benzin,volvo,48499
Ford_Focus_Trend._TÜV_neu_und_fahrbereit.,privat,1290,limousine,2001,manuell,101,focus,150000,6,benzin,ford,85104
Seicento_Springt_nicht_An__Wegfahrsperre_oder_schlussel,privat,150,kleinwagen,2000,manuell,0,seicento,150000,1,benzin,fiat,48529
Renault_Clio_mit_TÜV_bis_03/17,privat,800,kleinwagen,1999,manuell,58,clio,150000,0,benzin,renault,53919
Mamas_Auto_an_gute_Haende_abzugeben,privat,3950,kleinwagen,2007,manuell,54,polo,150000,5,benzin,volkswagen,59557
